Drug.Name,Synonyms,ChEMBL ID,IDs,referenced_datasets,MOA,repurposing_target,Indication,Disease Area,Phase(RepHub),merge_issues,Type,Phase(ChEMBL),Inchi Key,SMILES
KETOCONAZOLE,KETOCONAZOLE,CHEMBL157101;CHEMBL295698,BRD:BRD-A38350138-001-04-9;BRD:BRD-BRD-A38350138-001-04-9,rep_multi_dose;rep_primary;rep_single_dose,STEROL DEMETHYLASE INHIBITOR,AR;CYP19A1;CYP21A2;KCNA10,SEBORRHEIC DERMATITIS,,LAUNCHED,,Small molecule,Approved,XMAYWYJOQHXEEK-UHFFFAOYSA-N;XMAYWYJOQHXEEK-ZEQKJWHPSA-N,CC(=O)N1CCN(C2CCC(OC[C@@H]3CO[C@@](CN4CCNC4)(C4CCC(CL)CC4CL)O3)CC2)CC1;CC(=O)N1CCN(C2CCC(OCC3COC(CN4CCNC4)(C4CCC(CL)CC4CL)O3)CC2)CC1;CC(=O)N1CCN(CC1)C1CCC(OC[C@H]2CO[C@@](CN3CCNC3)(O2)C2CCC(CL)CC2CL)CC1;CC(=O)N1CCN(CC1)C1CCC(OCC2CO[C@@](CN3CCNC3)(O2)C2CCC(CL)CC2CL)CC1
KETOHEXOKINASE-INHIBITOR-1,KETOHEXOKINASE-INHIBITOR-1,,BRD:BRD-K00003341-001-01-9,rep_single_dose,KINASE INHIBITOR,,,,,,,NA,,
KETOPROFEN,KETOPROFEN,CHEMBL571;CHEMBL75435,BRD:BRD-A97739905-001-26-5;BRD:BRD-BRD-A97739905-001-26-5,rep_multi_dose;rep_primary;rep_single_dose,CYCLOOXYGENASE INHIBITOR,CXCR1;PTGS1;PTGS2;SLC5A8,"RHEUMATOID ARTHRITIS, OSTEOARTHRITIS",,LAUNCHED,,Small molecule,Approved,DKYWVDODHFEZIM-NSHDSACASA-N;DKYWVDODHFEZIM-UHFFFAOYSA-N,C[C@H](C(=O)O)C1CCCC(C(=O)C2CCCCC2)C1;CC(C(=O)O)C1CCCC(C(=O)C2CCCCC2)C1;CC(C(O)=O)C1CCCC(C1)C(=O)C1CCCCC1
KETOROLAC,KETOROLAC,CHEMBL469,BRD:BRD-A40639672-234-18-0;BRD:BRD-BRD-A40639672-234-18-0,rep_primary;rep_single_dose,CYCLOOXYGENASE INHIBITOR,PTGS1;PTGS2,,,LAUNCHED,,Small molecule,Approved,OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(C1CCCCC1)C1CCC2N1CCC2C(=O)O;OC(=O)C1CCN2C1CCC2C(=O)C1CCCCC1
KETOTIFEN,KETOTIFEN,CHEMBL534,BRD:BRD-BRD-K28936863-051-33-0,rep_primary,"HISTAMINE RECEPTOR AGONIST, LEUKOTRIENE RECEPTOR ANTAGONIST, PHOSPHODIESTERASE INHIBITOR",HRH1;PDE4A;PDE4B;PDE4C;PDE4D;PDE7A;PDE7B;PDE8A;PDE8B;PGD,ITCHING,,LAUNCHED,,Small molecule,Approved,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,CN1CCC(=C2C3CCCCC3CC(=O)C3SCCC32)CC1;CN1CCC(CC1)=C1C2CCSC2C(=O)CC2CCCCC12
KEVETRIN,KEVETRIN,CHEMBL4297540,BRD:BRD-BRD-K61339991-003-01-8;BRD:BRD-K61339991-003-01-8,rep_primary;rep_single_dose,P53 ACTIVATOR,,,,PHASE 1,,Small molecule,Phase 2,PRDJGNVQBVXXEO-UHFFFAOYSA-N,N#CCCCSC(=N)N;NC(=N)SCCCC#N
KF-38789,KF-38789,,BRD:BRD-A54927599-001-16-9;BRD:BRD-BRD-A54927599-001-16-9,rep_multi_dose;rep_primary;rep_single_dose,P SELECTIN INHIBITOR,SELP,,,PRECLINICAL,,,NA,,COC1CCC(C2CC(=NCCS2)C2C(O)CC(C)OC2=O)C(OC)C1
KG-5,KG-5,,BRD:BRD-BRD-K90747162-001-01-4;BRD:BRD-K90747162-001-01-4,rep_primary;rep_single_dose,RAF INHIBITOR,BRAF;FLT3;KIT;PDGFRB,,,PRECLINICAL,,,NA,,CSC1NC(N)CC(OC2CCC(CC2)-C2NNC(NC3CCCC(C3)C(F)(F)F)[NH]2)N1
KH-CB19,KH-CB19,,CTRP:660085,ctrp,,,,,,,,NA,,
KHELLIN,KHELLIN,CHEMBL44746,BRD:BRD-BRD-K80353807-001-25-3;BRD:BRD-K80353807-001-25-3,rep_primary;rep_single_dose,VASODILATOR,,,,PHASE 2,,Small molecule,Unknown,HSMPDPBYAYSOBC-UHFFFAOYSA-N,COC1C2CCOC2C(OC)C2OC(C)CC(=O)C12;COC1C2OCCC2C(OC)C2C(=O)CC(C)OC12
KHK-IN-1,KHK-IN-1,,BRD:BRD-K84605263-003-01-6,rep_single_dose,HEXOKINASE INHIBITOR,KHK,,,,,,NA,,
KHS-101,KHS-101,,BRD:BRD-BRD-K78978711-003-01-3;BRD:BRD-K78978711-003-01-3,rep_primary;rep_single_dose,NEURAL STEM CELL INDUCER,TACC3,,,PRECLINICAL,,,NA,,CC(C)CNC1CCNC(NCC2CSC(N2)-C2CCCCC2)N1
KHS101,KHS101,,CTRP:660819,ctrp,,,,,,,,NA,,
KI-16425,KI-16425,,BRD:BRD-A25569250-001-03-3;BRD:BRD-BRD-A25569250-001-03-3,rep_multi_dose;rep_primary;rep_single_dose,LYSOPHOSPHATIDIC ACID RECEPTOR ANTAGONIST,LPAR1;LPAR3,,,PRECLINICAL,,,NA,,CC(OC(=O)NC1C(C)NOC1-C1CCC(CSCCC(O)=O)CC1)C1CCCCC1CL
KI-20227,KI-20227,,BRD:BRD-A88787317-001-01-0;BRD:BRD-BRD-A88787317-001-01-0,rep_primary;rep_single_dose,C-FMS INHIBITOR,CSF1R;KDR;KIT;PDGFRB,,,PRECLINICAL,,,NA,,COC1CC(OC2CCNC3CC(OC)C(OC)CC23)CCC1NC(=O)NC(C)C1NCCS1
KI-8751,KI-8751,,BRD:BRD-BRD-K47150025-001-05-3;BRD:BRD-K47150025-001-05-3,rep_multi_dose;rep_primary;rep_single_dose,"KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR",KDR,,,PRECLINICAL,,,NA,,COC1CC2NCCC(OC3CCC(NC(=O)NC4CCC(F)CC4F)C(F)C3)C2CC1OC
KI16198,KI16198,,BRD:BRD-A94323479-001-02-8;BRD:BRD-BRD-A94323479-001-02-8,rep_primary;rep_single_dose,LIPOPROTEIN ANTAGONIST,LPA,,,PRECLINICAL,,,NA,,COC(=O)CCSCC1CCC(CC1)-C1ONC(C)C1NC(=O)OC(C)C1CCCCC1CL
KI8751,KI8751,,CTRP:375560,ctrp,,,,,,,,NA,,
KIFUNENSINE,KIFUNENSINE,CHEMBL1233851,BRD:BRD-BRD-K02898090-001-02-7;BRD:BRD-K02898090-001-02-7,rep_multi_dose;rep_primary;rep_single_dose,MANNOSIDASE INHIBITOR,MAN1B1;MAN2A1,,,PHASE 1,,Small molecule,NA,OIURYJWYVIAOCW-PQMKYFCFSA-N,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O;OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H]2NC(=O)C(=O)N12
KIL8951,KIL8951,CHEMBL1289494,GDSC1:312,gdsc,,,,,,,Small molecule,Approved,SPMVMDHWKHCIDT-UHFFFAOYSA-N,COC1CC2NCCC(OC3CCC(NC(=O)NC4CC(C)ON4)C(CL)C3)C2CC1OC
KIN001-013,KIN001-013,,GDSC1:52,gdsc,,,,,,,,NA,,
KIN001-019,KIN001-019,,GDSC1:53,gdsc,,,,,,,,NA,,
KIN001-021,KIN001-021,,GDSC1:54,gdsc,,,,,,,,NA,,
KIN001-042,KIN001-042,,GDSC1:289,gdsc,,,,,,,,NA,,
KIN001-055,KIN001-055,,GDSC1:288,gdsc,,,,,,,,NA,,
KIN001-102,KIN001-102,,GDSC1:171;GDSC1:228,gdsc,,,,,,,,NA,,
KIN001-111,KIN001-111,,GDSC1:55,gdsc,,,,,,,,NA,,
KIN001-112,KIN001-112,,GDSC1:56,gdsc,,,,,,,,NA,,
KIN001-123,KIN001-123,,GDSC1:59,gdsc,,,,,,,,NA,,
KIN001-127,KIN001-127,,GDSC1:63,gdsc,,,,,,,,NA,,
KIN001-128,KIN001-128,,GDSC1:64,gdsc,,,,,,,,NA,,
KIN001-135,KIN001-135,,GDSC1:91,gdsc,,,,,,,,NA,,
KIN001-139,KIN001-139,,GDSC1:86,gdsc,,,,,,,,NA,,
KIN001-167,KIN001-167,,GDSC1:223,gdsc,,,,,,,,NA,,
KIN001-173,KIN001-173,,GDSC1:224,gdsc,,,,,,,,NA,,
KIN001-192,KIN001-192,,GDSC1:155,gdsc,,,,,,,,NA,,
KIN001-201,KIN001-201,,GDSC1:221,gdsc,,,,,,,,NA,,
KIN001-204,KIN001-204,,GDSC1:157,gdsc,,,,,,,,NA,,
KIN001-206,KIN001-206,,GDSC1:159,gdsc,,,,,,,,NA,,
KIN001-236,KIN001-236,,GDSC1:286,gdsc,,,,,,,,NA,,
KIN001-242,KIN001-242,,GDSC1:231,gdsc,,,,,,,,NA,,
KIN001-244,KIN001-244,,GDSC1:287,gdsc,,,,,,,,NA,,
KIN001-260,KIN001-260,,GDSC1:290,gdsc,,,,,,,,NA,,
KIN001-266,KIN001-266,,GDSC1:291,gdsc,,,,,,,,NA,,
KIN001-270,KIN001-270,,GDSC1:345,gdsc,,,,,,,,NA,,
KINETIN,KINETIN,CHEMBL1201636;CHEMBL228792,BRD:BRD-BRD-K65667145-001-14-0;BRD:BRD-K65667145-001-14-0,rep_primary;rep_single_dose,CELL DIVISION INDUCER,,SUNBURN,,LAUNCHED,,Enzyme;Small molecule,Approved,;QANMHLXAZMSUEX-UHFFFAOYSA-N,C(NC1NCNC2[NH]CNC12)C1CCCO1;C1COC(CNC2NCNC3[NH]CNC23)C1
KL-001,KL-001,,BRD:BRD-A94580299-001-10-4;BRD:BRD-BRD-A94580299-001-10-4,rep_primary;rep_single_dose,PROTEASOME INHIBITOR,CRY1;CRY2,,,PRECLINICAL,,,NA,,CS(=O)(=O)N(CC(O)CN1C2CCCCC2C2CCCCC12)CC1CCCO1
KM-0118,KM-0118,CHEMBL221186,BRD:BRD-K00005245-001-01-9,rep_single_dose,ANTICANCER AGENT,,,,,,Small molecule,Phase 1,CQVAQQNDZCZBSU-UHFFFAOYSA-N,CN(C)CCNC(=O)COC1C2CCCC1CC1CCCC(C1OCC(=O)NCCN(C)C)CC1CCCC(C1OCC(=O)NCCN(C)C)CC1CCCC(C1OCC(=O)NCCN(C)C)C2
KME-4,KME-4,,BRD:BRD-K00004747-001-01-9,rep_single_dose,PROSTAGLANDIN INHIBITOR,,,,,,,NA,,
KML29,KML29,,BRD:BRD-BRD-K46734292-001-03-6;BRD:BRD-K46734292-001-03-6,rep_primary;rep_single_dose,MONOACYLGLUCEROL LIPASE INHIBITOR,MGLL,,,PRECLINICAL,,,NA,,OC(C1CCN(CC1)C(=O)OC(C(F)(F)F)C(F)(F)F)(C1CCC2OCOC2C1)C1CCC2OCOC2C1
KN-62,KN-62,,BRD:BRD-A81177136-001-12-7;BRD:BRD-BRD-A81177136-001-12-7,rep_primary;rep_single_dose,"CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE INHIBITOR, PURINERGIC RECEPTOR ANTAGONIST",AKT1;CAMK2A;CHEK1;LCK;MAPK1;MAPK11;MAPK12;MAPK14;MAPK8;P2RX7;PRKCA;ROCK1;RPS6KB1;SGK1,,,PRECLINICAL,,,NA,,CN(C(CC1CCC(OS(=O)(=O)C2CCCC3CNCCC23)CC1)C(=O)N1CCN(CC1)C1CCCCC1)S(=O)(=O)C1CCCC2CNCCC12
KN-93,KN-93,,BRD:BRD-BRD-K93480852-003-01-0;BRD:BRD-K93480852-003-01-0,rep_primary;rep_single_dose,CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE INHIBITOR,CAMK2A,,,PRECLINICAL,,,NA,,COC1CCC(CC1)S(=O)(=O)N(CCO)C1CCCCC1CN(C)C\C=C\C1CCC(CL)CC1
KO-143,KO-143,,CTRP:418172,ctrp,,,,,,,,NA,,
KO143,KO143,,BRD:BRD-BRD-K64642496-001-04-0;BRD:BRD-K64642496-001-04-0,rep_primary;rep_single_dose,BCRP INHIBITOR,ABCB1;ABCC1,,,PRECLINICAL,,,NA,,COC1CCC2C3C[C@@H]4N([C@@H](CC(C)C)C3[NH]C2C1)C(=O)[C@H](CCC(=O)OC(C)(C)C)NC4=O
KOBE2602,KOBE2602,,GDSC1:563,gdsc,,,,,,,,NA,,
KOJIC ACID,KOJIC ACID,CHEMBL287556,BRD:BRD-K20878815-001-06-9,rep_single_dose,,,,,,,Small molecule,NA,BEJNERDRQOWKJM-UHFFFAOYSA-N,O=C1CC(CO)OCC1O
KP-1212,KP-1212,CHEMBL3086524,BRD:BRD-BRD-K46690591-001-01-2;BRD:BRD-K46690591-001-01-2,rep_multi_dose;rep_primary;rep_single_dose,,,,,PHASE 2,,Small molecule,Unknown,LAOLDMMWVYDDID-KVQBGUIXSA-N,NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1;NC1=NC(=O)N(CN1)[C@H]1C[C@@H](O)[C@@H](CO)O1
KPT-185,KPT-185,,BRD:BRD-BRD-K71467466-001-02-3;BRD:BRD-K71467466-001-02-3,rep_multi_dose;rep_primary;rep_single_dose,EXPORTIN ANTAGONIST,XPO1,,,PRECLINICAL,,,NA,,COC1CC(CC(C1)C(F)(F)F)-C1NCN(\C=C/C(=O)OC(C)C)N1
KPT-276,KPT-276,,BRD:BRD-BRD-K75352575-001-01-3;BRD:BRD-K75352575-001-01-3,rep_multi_dose;rep_primary;rep_single_dose,EXPORTIN ANTAGONIST,XPO1,,,PRECLINICAL,,,NA,,FC(F)(F)C1CC(CC(C1)C(F)(F)F)-C1NCN(N1)\C=C/C(=O)N1CC(F)(F)C1
KPT-9274,KPT-9274,CHEMBL4297467,BRD:BRD-K00004701-001-01-9,rep_single_dose,NAMPT INHIBITOR,,,,,,Small molecule,Phase 1,MRFOPLWJZULAQD-SWGQDTFXSA-N,NC1CCC(/C=C/C(=O)NCC2CC3CC(-C4CCC(C(=O)N5CCC(F)(F)CC5)CC4)CC(-C4CCC(F)CC4)C3O2)CN1
KPT185,KPT185,,CTRP:660935,ctrp,,,,,,,,NA,,
KR-33494,KR-33494,,BRD:BRD-K00004587-001-01-9,rep_single_dose,CELL DEATH INHIBITOR,,,,,,,NA,,
KRAS (G12C) INHIBITOR-12,KRAS (G12C) INHIBITOR-12,,GDSC2:1855,gdsc,,,,,,,,NA,,
KRCA-0008,KRCA-0008,,BRD:BRD-K40604024-001-02-9,rep_single_dose,ALK INIHIBITOR,ALK,,,,,,NA,,
KRN-633,KRN-633,CHEMBL406381,BRD:BRD-BRD-K90993449-001-02-7;BRD:BRD-K90993449-001-02-7,rep_primary;rep_single_dose,VEGFR INHIBITOR,FLT1;FLT4;KDR,,,PRECLINICAL,,Small molecule,Phase 1,VPBYZLCHOKSGRX-UHFFFAOYSA-N,CCCNC(=O)NC1CCC(OC2NCNC3CC(OC)C(OC)CC23)CC1CL
KRN-951,KRN-951,CHEMBL1289494,GDSC1:312,gdsc,,,,,,,Small molecule,Approved,SPMVMDHWKHCIDT-UHFFFAOYSA-N,COC1CC2NCCC(OC3CCC(NC(=O)NC4CC(C)ON4)C(CL)C3)C2CC1OC
KS-176,KS-176,,BRD:BRD-BRD-K81053848-001-01-0;BRD:BRD-K81053848-001-01-0,rep_primary;rep_single_dose,BCRP INHIBITOR,ABCG2,,,PRECLINICAL,,,NA,,OCCC1CCC(NC(=O)C2CCCCC2NC(=O)C2CCC(CC2)[N+]([O-])=O)CC1
KT-433,KT-433,,BRD:BRD-BRD-K66437909-001-01-0;BRD:BRD-K66437909-001-01-0,rep_primary;rep_single_dose,URICOSURIC AGENT,,,,PHASE 2,,,NA,,CCC1OC2CCCCC2C1C(=O)C1CCC(OCC(O)=O)CC1
KT-555,KT-555,CHEMBL603469,GDSC1:1024,gdsc,,,,,,,Small molecule,Phase 3,UIARLYUEJFELEN-LROUJFHJSA-N,C[C@]12O[C@H](C[C@]1(O)CO)N1C3CCCCC3C3C4C(C5C6CCCCC6N2C5C31)CNC4=O
KU 0060648,KU 0060648,,CTRP:632119,ctrp,,,,,,,,NA,,
KU-0063794,KU-0063794,,BRD:BRD-BRD-K67566344-001-07-5;BRD:BRD-K67566344-001-07-5;CTRP:606363,ctrp;rep_multi_dose;rep_primary;rep_single_dose,MTOR INHIBITOR,MTOR,,,PRECLINICAL,,,NA,,COC1CCC(CC1CO)-C1CCC2C(NC(NC2N1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1
KU-57788,KU-57788,,GDSC1:1038;GDSC2:1038,gdsc,,,,,,,,NA,,
KU-60019,KU-60019,,BRD:BRD-BRD-K36016295-001-04-5;BRD:BRD-K36016295-001-04-5;CTRP:660411,ctrp;rep_primary;rep_single_dose,ATM KINASE INHIBITOR,ATM,,,PRECLINICAL,,,NA,,C[C@H]1CN(CC(=O)NC2CCC3SC4C(CC3C2)CCCC4-C2CC(=O)CC(O2)N2CCOCC2)C[C@@H](C)O1
KU14R,KU14R,,BRD:BRD-A38747044-001-02-3;BRD:BRD-BRD-A38747044-001-02-3,rep_primary;rep_single_dose,IMIDAZOLINE RECEPTOR ANTAGONIST,,,,PRECLINICAL,,,NA,,CCC1(CC2CCCCC2O1)C1NCC[NH]1
KU55933,KU55933,,GDSC1:1030;GDSC2:1030,gdsc,,,,,,,,NA,,
KUROMANIN,KUROMANIN,CHEMBL257839,BRD:BRD-BRD-K51337109-003-01-3;BRD:BRD-K51337109-003-01-3,rep_primary;rep_single_dose,RIBOSYL CYCLASE INHIBITOR,CD38,,,PRECLINICAL,,Small molecule,NA,RKWHWFONKJEUEF-GQUPQBGVSA-O,OC[C@H]1O[C@@H](OC2CC3C(O)CC(O)CC3[O+]C2-C2CCC(O)C(O)C2)[C@H](O)[C@@H](O)[C@@H]1O
KW-2449,KW-2449,CHEMBL1908397,BRD:BRD-BRD-K21718444-001-06-8;BRD:BRD-K21718444-001-06-8;CTRP:660413,ctrp;rep_multi_dose;rep_primary;rep_single_dose,"ABL KINASE INHIBITOR, AURORA KINASE INHIBITOR, FLT3 INHIBITOR",ABL1;AURKA;AURKB;FLT3,,,PHASE 1,,Small molecule,Phase 1,YYLKKYCXAOBSRM-JXMROGBWSA-N,O=C(C1CCC(/C=C/C2N[NH]C3CCCCC23)CC1)N1CCNCC1;O=C(N1CCNCC1)C1CCC(CC1)\C=C\C1N[NH]C2CCCCC12
KW-2478,KW-2478,CHEMBL4297298;CHEMBL4300557,BRD:BRD-BRD-K41213548-001-02-0;BRD:BRD-K41213548-001-02-0,rep_multi_dose;rep_primary;rep_single_dose,HSP INHIBITOR,,,,PHASE 1/PHASE 2,,Small molecule,Phase 1,CKMGYWHSTADSIG-UHFFFAOYSA-N;VFUXSYAXEKYYMB-UHFFFAOYSA-N,CCC1C(O)CC(O)C(C(=O)C2CCC(OCCN3CCOCC3)C(OC)C2)C1CC(=O)N(CCOC)CCOC;CCC1C(O)CC(O)C(C(=O)C2CCC(OCCN3CCOCC3)C(OC)C2)C1CC(=O)N(CCOC)CCOC.CL
KW-3902,KW-3902,CHEMBL52333,BRD:BRD-A95683721-001-03-8;BRD:BRD-BRD-A95683721-001-03-8,rep_primary;rep_single_dose,ADENOSINE RECEPTOR ANTAGONIST,ADORA1;ADORA2A;ADORA2B;ADORA3,,,PHASE 3,,Small molecule,Phase 3,PJBFVWGQFLYWCB-UHFFFAOYSA-N,CCCN1C(=O)C2NC(C34CC5CC(CC3C5)C4)[NH]C2N(CCC)C1=O;CCCN1C2NC([NH]C2C(=O)N(CCC)C1=O)C12CC3CC1CC(C2)C3
KX2-391,KX2-391,CHEMBL571546,BRD:BRD-BRD-K29968218-001-03-2;BRD:BRD-K29968218-001-03-2;CTRP:660779,ctrp;rep_multi_dose;rep_primary;rep_single_dose,"SRC INHIBITOR, TUBULIN POLYMERIZATION INHIBITOR",SRC,,,PHASE 2,,Small molecule,Approved,HUNGUWOZPQBXGX-UHFFFAOYSA-N,O=C(CC1CCC(-C2CCC(OCCN3CCOCC3)CC2)CN1)NCC1CCCCC1;O=C(CC1CCC(CN1)-C1CCC(OCCN2CCOCC2)CC1)NCC1CCCCC1
KY02111,KY02111,,BRD:BRD-BRD-K13302470-001-02-7;BRD:BRD-K13302470-001-02-7,rep_multi_dose;rep_primary;rep_single_dose,WNT PATHWAY INHIBITOR,DKK1,,,PRECLINICAL,,,NA,,COC1CCC(CCC(=O)NC2NC3CCC(CL)CC3S2)CC1OC
KYNURENIC-ACID,KYNURENIC-ACID,,BRD:BRD-BRD-K85872723-001-15-9;BRD:BRD-K85872723-001-15-9,rep_multi_dose;rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GPR35;GRIN1;GRIN2A;GRIN2B,,,PRECLINICAL,,,NA,,OC(=O)C1CC(O)C2CCCCC2N1
L-(+)-RHAMNOSE-MONOHYDRATE,L-(+)-RHAMNOSE-MONOHYDRATE,,BRD:BRD-A86354194-002-01-7;BRD:BRD-BRD-A86354194-002-01-7,rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,,C[C@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O
L-152804,L-152804,,BRD:BRD-A42553870-001-14-3;BRD:BRD-BRD-A42553870-001-14-3,rep_primary;rep_single_dose,NEUROPEPTIDE RECEPTOR ANTAGONIST,NPY5R,,,PRECLINICAL,,,NA,,CC1(C)CC(=O)C(C2C3CCCCC3OC3=C2C(=O)CC(C)(C)C3)C(=O)C1
L-161982,L-161982,,BRD:BRD-BRD-K39733634-001-02-6;BRD:BRD-K39733634-001-02-6,rep_primary;rep_single_dose,PROSTANOID RECEPTOR ANTAGONIST,PTGER4,,,PRECLINICAL,,,NA,,CCCCC1NN(-C2CCCCC2C(F)(F)F)C(=O)N1CC1CCC(CC1)-C1CCCCC1S(=O)(=O)NC(=O)C1SCCC1C
L-165041,L-165041,,BRD:BRD-BRD-K98372770-001-08-2;BRD:BRD-K98372770-001-08-2,rep_primary;rep_single_dose,PPAR RECEPTOR AGONIST,PPARD,,,PRECLINICAL,,,NA,,CCCC1C(OCCCOC2CCC(OCC(O)=O)CC2)CCC(C(C)=O)C1O
L-168049,L-168049,,BRD:BRD-BRD-K18036262-001-02-8;BRD:BRD-K18036262-001-02-8,rep_primary;rep_single_dose,GLUCAGON RECEPTOR ANTAGONIST,GCGR,,,PRECLINICAL,,,NA,,CCCOC1CCC(BR)CC1-C1CC([NH]C1-C1CCNCC1)-C1CCC(CL)CC1
L-365260,L-365260,CHEMBL9387,BRD:BRD-BRD-K34277641-001-01-2;BRD:BRD-K34277641-001-01-2,rep_primary;rep_single_dose,CCK RECEPTOR ANTAGONIST,CCKAR;CCKBR;KCNQ1,,,PHASE 2,,Small molecule,NA,KDFQABSFVYLGPM-QFIPXVFZSA-N,CC1CCCC(NC(=O)N[C@@H]2N=C(C3CCCCC3)C3CCCCC3N(C)C2=O)C1;CN1C2CCCCC2C(=N[C@@H](NC(=O)NC2CCCC(C)C2)C1=O)C1CCCCC1
L-368899,L-368899,,BRD:BRD-A43930669-003-02-8;BRD:BRD-BRD-A43930669-003-02-8,rep_primary;rep_single_dose,OXYTOCIN RECEPTOR ANTAGONIST,AVPR1A;AVPR2;OXTR,,,PHASE 1,,,NA,,CC1CCCCC1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C
"L-655,708","L-655,708",,BRD:BRD-BRD-K13474508-001-01-2;BRD:BRD-K13474508-001-01-2,rep_primary;rep_single_dose,GABA RECEPTOR INVERSE AGONIST,GABRA1;GABRA2;GABRA3;GABRA5;GABRG2,,,PRECLINICAL,,,NA,,CCOC(=O)C1NCN-2C1[C@@H]1CCCN1C(=O)C1CC(OC)CCC-21
L-655240,L-655240,,BRD:BRD-BRD-K89402695-001-02-3;BRD:BRD-K89402695-001-02-3,rep_primary;rep_single_dose,THROMBOXANE RECEPTOR ANTAGONIST,PTGES,,,PHASE 1,,,NA,,CC1C(CC(C)(C)C(O)=O)N(CC2CCC(CL)CC2)C2CCC(F)CC12
L-670596,L-670596,,BRD:BRD-A85472596-001-02-2;BRD:BRD-BRD-A85472596-001-02-2,rep_primary;rep_single_dose,PROSTANOID RECEPTOR ANTAGONIST,,,,PRECLINICAL,,,NA,,CS(=O)(=O)C1CCC(CN2C3C(CC(O)=O)CCCC3C3CC(F)CC(F)C23)CC1
L-685458,L-685458,,CTRP:411717,ctrp,,,,,,,,NA,,
L-689560,L-689560,,BRD:BRD-K74284736-001-04-9,rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D,,,,,,NA,,
L-693403,L-693403,,BRD:BRD-BRD-K83322645-050-01-9;BRD:BRD-K83322645-050-01-9,rep_primary;rep_single_dose,"SIGMA RECEPTOR AGONIST, SIGMA RECEPTOR ANTAGONIST",DRD2;SIGMAR1,,,PRECLINICAL,,,NA,,C(N1CCC2(CCC3CCCCC23)CC1)C1CCCCC1
L-694247,L-694247,CHEMBL39317,BRD:BRD-K18816859-001-06-9,rep_single_dose,SEROTONIN RECEPTOR AGONIST,HTR1A;HTR1B;HTR1D,,,,,Small molecule,NA,HKXMQLISPYELRD-UHFFFAOYSA-N,CS(=O)(=O)NC1CCC(CC2NOC(-C3CCC4[NH]CC(CCN)C4C3)N2)CC1
L-701252,L-701252,,BRD:BRD-BRD-K10176267-001-03-3;BRD:BRD-K10176267-001-03-3,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRIN1,,,PRECLINICAL,,,NA,,OC1C(C(=O)C2CC2)C(=O)[NH]C2CC(CL)CCC12
L-701324,L-701324,,BRD:BRD-BRD-K08109516-001-07-8;BRD:BRD-K08109516-001-07-8,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D,,,PRECLINICAL,,,NA,,OC1C(-C2CCCC(OC3CCCCC3)C2)C(=O)[NH]C2CC(CL)CCC12
"L-732,138","L-732,138",,BRD:BRD-BRD-K37952347-001-01-4;BRD:BRD-K37952347-001-01-4,rep_primary;rep_single_dose,TACHYKININ ANTAGONIST,TACR1;TACR2,,,PRECLINICAL,,,NA,,CC(=O)N[C@H](CC1C[NH]C2CCCCC12)C(=O)OCC1CC(CC(C1)C(F)(F)F)C(F)(F)F
L-733060,L-733060,,BRD:BRD-BRD-K15791587-003-02-5;BRD:BRD-K15791587-003-02-5,rep_primary;rep_single_dose,TACHYKININ ANTAGONIST,TACR1,,,PRECLINICAL,,,NA,,FC(F)(F)C1CC(CO[C@H]2CCCN[C@H]2C2CCCCC2)CC(C1)C(F)(F)F
L-741742,L-741742,,BRD:BRD-BRD-K13211965-003-02-8;BRD:BRD-K13211965-003-02-8,rep_primary;rep_single_dose,DOPAMINE RECEPTOR ANTAGONIST,DRD3;DRD4;SCN1A;SCN3A,,,PRECLINICAL,,,NA,,CC1C(NOC1-C1CCC(CL)CC1)C1CCN(CCC2CCCCC2)CC1
